timestamp,longitude,latitude,speed
1513603774,3114.53473,12117.69595,0.150
1513603775,3114.53480,12117.69599,0.193
1513603776,3114.53488,12117.69604,0.250
1513603777,3114.53494,12117.69609,0.280
1513603778,3114.53495,12117.69612,0.241
1513603779,3114.53498,12117.69613,0.131
1513603779,3114.53512,12117.69620,0.017
1513603780,3114.53528,12117.69622,0.024
1513603781,3114.53546,12117.69623,0.013
1513603782,3114.53560,12117.69623,0.022
1513603783,3114.53574,12117.69625,0.024
1513603784,3114.53584,12117.69624,0.007
1513603785,3114.53594,12117.69622,0.019
1513603786,3114.53604,12117.69620,0.028
1513603787,3114.53616,12117.69616,0.011
1513603788,3114.53628,12117.69610,0.026
1513603789,3114.53638,12117.69604,0.041
1513603790,3114.53647,12117.69597,0.020
1513603791,3114.53657,12117.69590,0.011
1513603792,3114.53665,12117.69583,0.011
1513603793,3114.53671,12117.69578,0.015
1513603794,3114.53676,12117.69573,0.007
1513603795,3114.53680,12117.69567,0.017
1513603796,3114.53683,12117.69562,0.035
1513603797,3114.53685,12117.69558,0.022
1513603798,3114.53688,12117.69553,0.031
1513603799,3114.53690,12117.69550,0.044
1513603800,3114.53694,12117.69547,0.019
1513603801,3114.53699,12117.69543,0.031
1513603802,3114.53704,12117.69539,0.004
1513603803,3114.53710,12117.69536,0.006
1513603804,3114.53715,12117.69534,0.024
1513603805,3114.53719,12117.69532,0.033
1513603806,3114.53723,12117.69529,0.028
1513603807,3114.53727,12117.69527,0.009
1513603808,3114.53732,12117.69524,0.009
1513603809,3114.53736,12117.69521,0.022
1513603810,3114.53741,12117.69519,0.009
1513603811,3114.53747,12117.69517,0.013
1513603812,3114.53752,12117.69515,0.028
1513603813,3114.53753,12117.69514,0.017
1513603814,3114.53754,12117.69513,0.011
1513603815,3114.53754,12117.69513,0.024
1513603816,3114.53753,12117.69513,0.041
1513603817,3114.53752,12117.69514,0.011
1513603818,3114.53751,12117.69515,0.020
1513603819,3114.53749,12117.69516,0.022
1513603820,3114.53748,12117.69517,0.037
1513603821,3114.53746,12117.69517,0.007
1513603822,3114.53744,12117.69518,0.015
1513603823,3114.53741,12117.69519,0.019
1513603824,3114.53738,12117.69520,0.009
1513603825,3114.53735,12117.69520,0.030
1513603826,3114.53732,12117.69521,0.035
1513603827,3114.53728,12117.69521,0.013
1513603828,3114.53724,12117.69521,0.020
1513603829,3114.53720,12117.69522,0.006
1513603830,3114.53716,12117.69522,0.011
1513603831,3114.53712,12117.69522,0.006
1513603832,3114.53708,12117.69522,0.011
1513603833,3114.53705,12117.69522,0.009
1513603834,3114.53702,12117.69522,0.028
1513603835,3114.53699,12117.69522,0.030
1513603836,3114.53696,12117.69522,0.019
1513603837,3114.53693,12117.69523,0.024
1513603838,3114.53690,12117.69524,0.019
1513603839,3114.53689,12117.69524,0.013
1513603840,3114.53688,12117.69524,0.011
1513603841,3114.53686,12117.69523,0.011
1513603842,3114.53685,12117.69523,0.002
1513603843,3114.53685,12117.69523,0.009
1513603844,3114.53685,12117.69522,0.019
1513603845,3114.53684,12117.69521,0.011
1513603846,3114.53682,12117.69520,0.028
1513603847,3114.53681,12117.69519,0.017
1513603848,3114.53681,12117.69519,0.004
1513603849,3114.53681,12117.69519,0.020
1513603850,3114.53682,12117.69519,0.006
1513603851,3114.53682,12117.69520,0.007
1513603852,3114.53683,12117.69520,0.022
1513603853,3114.53683,12117.69521,0.017
1513603854,3114.53683,12117.69522,0.007
1513603855,3114.53683,12117.69521,0.015
1513603856,3114.53683,12117.69521,0.020
1513603857,3114.53684,12117.69521,0.026
1513603858,3114.53684,12117.69521,0.009
1513603859,3114.53684,12117.69522,0.017
1513603860,3114.53683,12117.69523,0.007
1513603861,3114.53681,12117.69523,0.006
1513603862,3114.53679,12117.69524,0.013
1513603863,3114.53677,12117.69525,0.007
1513603864,3114.53675,12117.69525,0.035
1513603865,3114.53673,12117.69525,0.017
1513603866,3114.53670,12117.69526,0.020
1513603867,3114.53668,12117.69527,0.015
1513603868,3114.53667,12117.69527,0.030
1513603869,3114.53666,12117.69527,0.013
1513603870,3114.53665,12117.69527,0.015
1513603871,3114.53663,12117.69527,0.015
1513603872,3114.53662,12117.69527,0.015
1513603873,3114.53661,12117.69527,0.028
1513603874,3114.53660,12117.69527,0.041
1513603875,3114.53660,12117.69526,0.019
1513603876,3114.53661,12117.69526,0.024
1513603877,3114.53662,12117.69527,0.024
1513603878,3114.53664,12117.69527,0.006
1513603879,3114.53665,12117.69526,0.006
1513603880,3114.53668,12117.69527,0.011
1513603881,3114.53671,12117.69526,0.013
1513603882,3114.53675,12117.69526,0.011
1513603883,3114.53679,12117.69525,0.050
1513603884,3114.53683,12117.69523,0.054
1513603885,3114.53688,12117.69522,0.009
1513603886,3114.53692,12117.69522,0.017
1513603887,3114.53697,12117.69522,0.000
1513603888,3114.53701,12117.69521,0.013
1513603889,3114.53705,12117.69521,0.015
1513603890,3114.53708,12117.69520,0.026
1513603891,3114.53711,12117.69520,0.017
1513603892,3114.53714,12117.69520,0.009
1513603893,3114.53717,12117.69520,0.013
1513603894,3114.53721,12117.69519,0.033
1513603895,3114.53724,12117.69519,0.009
1513603896,3114.53726,12117.69519,0.028
1513603897,3114.53728,12117.69518,0.017
1513603898,3114.53730,12117.69519,0.017
1513603899,3114.53732,12117.69519,0.022
1513603900,3114.53734,12117.69518,0.015
1513603901,3114.53736,12117.69519,0.028
1513603902,3114.53738,12117.69519,0.009
1513603903,3114.53741,12117.69519,0.020
1513603904,3114.53743,12117.69519,0.031
1513603905,3114.53745,12117.69518,0.009
1513603906,3114.53748,12117.69519,0.037
1513603907,3114.53750,12117.69519,0.028
1513603908,3114.53752,12117.69520,0.009
1513603909,3114.53754,12117.69520,0.020
1513603910,3114.53756,12117.69520,0.013
1513603911,3114.53759,12117.69521,0.009
1513603912,3114.53763,12117.69521,0.019
1513603913,3114.53767,12117.69521,0.015
1513603914,3114.53771,12117.69522,0.030
1513603915,3114.53773,12117.69522,0.009
1513603916,3114.53774,12117.69522,0.028
1513603917,3114.53775,12117.69522,0.011
1513603918,3114.53776,12117.69523,0.017
1513603919,3114.53779,12117.69523,0.011
1513603920,3114.53781,12117.69524,0.009
1513603921,3114.53783,12117.69524,0.019
1513603922,3114.53786,12117.69523,0.024
1513603923,3114.53790,12117.69524,0.015
1513603924,3114.53793,12117.69525,0.044
1513603925,3114.53797,12117.69526,0.006
1513603926,3114.53800,12117.69528,0.052
1513603927,3114.53803,12117.69530,0.030
1513603928,3114.53805,12117.69534,0.011
1513603929,3114.53806,12117.69537,0.011
1513603930,3114.53806,12117.69539,0.007
1513603931,3114.53806,12117.69541,0.017
1513603932,3114.53807,12117.69543,0.015
1513603933,3114.53807,12117.69546,0.013
1513603934,3114.53807,12117.69550,0.035
1513603935,3114.53806,12117.69552,0.009
1513603936,3114.53805,12117.69554,0.013
1513603937,3114.53804,12117.69557,0.007
1513603938,3114.53802,12117.69558,0.019
