timestamp,longitude,latitude,speed
1513170811,3114.50701,12117.64353,0.046
1513170812,3114.50711,12117.64362,0.085
1513170813,3114.50719,12117.64368,0.061
1513170813,3114.50727,12117.64369,0.085
1513170814,3114.50733,12117.64373,0.072
1513170815,3114.50744,12117.64377,0.056
1513170816,3114.50752,12117.64377,0.020
1513170817,3114.50764,12117.64376,0.026
1513170818,3114.50774,12117.64376,0.002
1513170819,3114.50782,12117.64378,0.019
1513170820,3114.50787,12117.64381,0.007
1513170821,3114.50792,12117.64382,0.007
1513170822,3114.50797,12117.64380,0.011
1513170823,3114.50800,12117.64378,0.019
1513170824,3114.50803,12117.64377,0.009
1513170825,3114.50805,12117.64373,0.006
1513170826,3114.50807,12117.64373,0.017
1513170827,3114.50810,12117.64373,0.006
1513170828,3114.50812,12117.64372,0.007
1513170829,3114.50813,12117.64372,0.017
1513170830,3114.50815,12117.64372,0.011
1513170831,3114.50816,12117.64370,0.019
1513170832,3114.50817,12117.64368,0.026
1513170833,3114.50817,12117.64366,0.017
1513170834,3114.50817,12117.64363,0.007
1513170835,3114.50815,12117.64361,0.019
1513170836,3114.50810,12117.64360,0.006
1513170837,3114.50808,12117.64360,0.009
1513170838,3114.50806,12117.64360,0.006
1513170839,3114.50803,12117.64361,0.019
1513170840,3114.50796,12117.64363,0.013
1513170841,3114.50790,12117.64366,0.048
1513170842,3114.50783,12117.64369,0.048
1513170843,3114.50778,12117.64370,0.007
1513170844,3114.50773,12117.64371,0.009
1513170845,3114.50771,12117.64371,0.015
1513170846,3114.50767,12117.64372,0.015
1513170847,3114.50765,12117.64373,0.015
1513170848,3114.50762,12117.64374,0.013
1513170849,3114.50761,12117.64374,0.019
1513170850,3114.50761,12117.64374,0.011
1513170851,3114.50760,12117.64375,0.007
1513170852,3114.50759,12117.64377,0.035
1513170853,3114.50758,12117.64378,0.035
1513170854,3114.50756,12117.64379,0.011
1513170855,3114.50756,12117.64379,0.019
1513170856,3114.50757,12117.64379,0.019
1513170857,3114.50758,12117.64378,0.017
1513170858,3114.50758,12117.64378,0.013
1513170859,3114.50757,12117.64378,0.007
1513170860,3114.50756,12117.64378,0.009
1513170861,3114.50755,12117.64379,0.002
1513170862,3114.50754,12117.64380,0.044
1513170863,3114.50753,12117.64380,0.033
1513170864,3114.50751,12117.64380,0.037
1513170865,3114.50749,12117.64379,0.019
1513170866,3114.50748,12117.64380,0.007
1513170867,3114.50746,12117.64381,0.022
1513170868,3114.50745,12117.64382,0.020
1513170869,3114.50744,12117.64383,0.019
1513170870,3114.50742,12117.64384,0.015
1513170871,3114.50741,12117.64386,0.015
1513170872,3114.50738,12117.64389,0.037
1513170873,3114.50734,12117.64391,0.033
1513170874,3114.50732,12117.64393,0.033
1513170875,3114.50726,12117.64397,0.019
1513170876,3114.50721,12117.64401,0.015
1513170877,3114.50718,12117.64405,0.022
1513170878,3114.50716,12117.64408,0.024
1513170879,3114.50710,12117.64413,0.030
1513170880,3114.50709,12117.64417,0.015
1513170881,3114.50707,12117.64422,0.009
1513170882,3114.50707,12117.64425,0.033
1513170883,3114.50705,12117.64427,0.035
1513170884,3114.50704,12117.64430,0.007
1513170885,3114.50704,12117.64433,0.017
1513170886,3114.50703,12117.64436,0.020
1513170887,3114.50704,12117.64437,0.004
1513170888,3114.50705,12117.64438,0.026
1513170889,3114.50706,12117.64438,0.019
1513170890,3114.50707,12117.64438,0.002
1513170891,3114.50708,12117.64437,0.009
1513170892,3114.50710,12117.64435,0.026
1513170893,3114.50711,12117.64433,0.037
1513170894,3114.50711,12117.64432,0.024
1513170895,3114.50712,12117.64431,0.019
1513170896,3114.50712,12117.64430,0.037
1513170897,3114.50712,12117.64429,0.013
1513170898,3114.50713,12117.64429,0.017
1513170899,3114.50712,12117.64429,0.017
1513170900,3114.50712,12117.64429,0.007
1513170901,3114.50711,12117.64430,0.024
1513170902,3114.50709,12117.64431,0.037
1513170903,3114.50707,12117.64430,0.015
1513170904,3114.50704,12117.64430,0.007
1513170905,3114.50702,12117.64430,0.020
1513170906,3114.50701,12117.64429,0.017
1513170907,3114.50701,12117.64429,0.022
1513170908,3114.50700,12117.64429,0.017
1513170909,3114.50699,12117.64429,0.019
1513170910,3114.50697,12117.64430,0.004
1513170911,3114.50696,12117.64430,0.006
1513170912,3114.50694,12117.64431,0.044
1513170913,3114.50691,12117.64434,0.046
1513170914,3114.50684,12117.64435,0.063
1513170915,3114.50681,12117.64436,0.006
1513170916,3114.50678,12117.64437,0.037
1513170917,3114.50674,12117.64438,0.019
1513170918,3114.50670,12117.64439,0.081
1513170919,3114.50667,12117.64440,0.033
1513170920,3114.50663,12117.64442,0.017
1513170921,3114.50659,12117.64445,0.037
1513170922,3114.50655,12117.64448,0.044
1513170923,3114.50650,12117.64451,0.041
1513170924,3114.50646,12117.64453,0.037
1513170925,3114.50642,12117.64455,0.020
1513170926,3114.50638,12117.64456,0.020
1513170927,3114.50636,12117.64458,0.006
1513170928,3114.50634,12117.64460,0.031
1513170929,3114.50632,12117.64461,0.031
1513170930,3114.50630,12117.64462,0.019
1513170931,3114.50629,12117.64462,0.024
1513170932,3114.50627,12117.64462,0.044
1513170933,3114.50626,12117.64463,0.031
1513170934,3114.50625,12117.64464,0.028
1513170935,3114.50624,12117.64465,0.026
1513170936,3114.50621,12117.64466,0.031
1513170937,3114.50619,12117.64468,0.035
1513170938,3114.50616,12117.64470,0.035
1513170939,3114.50613,12117.64471,0.026
1513170940,3114.50610,12117.64473,0.022
1513170941,3114.50607,12117.64476,0.033
1513170942,3114.50605,12117.64477,0.043
1513170943,3114.50602,12117.64478,0.039
1513170944,3114.50600,12117.64480,0.041
1513170945,3114.50598,12117.64482,0.026
1513170946,3114.50597,12117.64483,0.020
1513170947,3114.50596,12117.64485,0.017
1513170948,3114.50595,12117.64486,0.028
1513170949,3114.50595,12117.64485,0.019
1513170950,3114.50593,12117.64485,0.041
1513170951,3114.50593,12117.64486,0.028
1513170952,3114.50591,12117.64486,0.054
1513170953,3114.50589,12117.64487,0.052
1513170954,3114.50586,12117.64487,0.043
1513170955,3114.50584,12117.64487,0.031
1513170956,3114.50581,12117.64487,0.039
1513170957,3114.50578,12117.64487,0.015
1513170958,3114.50575,12117.64488,0.031
1513170959,3114.50573,12117.64488,0.030
1513170960,3114.50571,12117.64488,0.041
1513170961,3114.50568,12117.64488,0.017
1513170962,3114.50566,12117.64488,0.043
1513170963,3114.50565,12117.64488,0.035
1513170964,3114.50563,12117.64487,0.037
1513170965,3114.50561,12117.64488,0.039
1513170966,3114.50559,12117.64487,0.050
1513170967,3114.50558,12117.64487,0.030
1513170968,3114.50558,12117.64486,0.039
1513170969,3114.50558,12117.64484,0.026
1513170970,3114.50559,12117.64480,0.024
1513170971,3114.50561,12117.64476,0.017
1513170972,3114.50565,12117.64472,0.035
1513170973,3114.50568,12117.64468,0.028
1513170974,3114.50571,12117.64465,0.043
1513170975,3114.50574,12117.64462,0.044
1513170976,3114.50577,12117.64458,0.033
1513170977,3114.50582,12117.64454,0.030
1513170978,3114.50585,12117.64452,0.026
1513170979,3114.50588,12117.64450,0.015
1513170980,3114.50591,12117.64447,0.022
1513170981,3114.50594,12117.64444,0.022
1513170982,3114.50596,12117.64443,0.041
1513170983,3114.50598,12117.64442,0.041
1513170984,3114.50599,12117.64442,0.035
1513170985,3114.50601,12117.64442,0.035
1513170986,3114.50602,12117.64442,0.020
1513170987,3114.50604,12117.64444,0.017
1513170988,3114.50606,12117.64445,0.033
1513170989,3114.50608,12117.64447,0.020
